target_drugs,uniprot_id,Organism
DB00125,P35228,"Homo sapiens (Human)"
DB00125,P30825,"Homo sapiens (Human)"
DB00125,P78540,"Homo sapiens (Human)"
DB00125,O43246,"Homo sapiens (Human)"
DB00125,P00966,"Homo sapiens (Human)"
DB00126,P09848,"Homo sapiens (Human)"
DB00126,Q54873,"Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)"
DB00126,P24300,"Streptomyces rubiginosus"
DB00126,O00469,"Homo sapiens (Human)"
DB00126,O14832,"Homo sapiens (Human)"
DB00126,O60568,"Homo sapiens (Human)"
DB00126,O75936,"Homo sapiens (Human)"
DB00126,P09172,"Homo sapiens (Human)"
DB00126,P19021,"Homo sapiens (Human)"
DB00126,P13674,"Homo sapiens (Human)"
DB00126,Q32P28,"Homo sapiens (Human)"
DB00126,Q6N063,"Homo sapiens (Human)"
DB00126,Q6NS38,"Homo sapiens (Human)"
DB00126,Q8IVL5,"Homo sapiens (Human)"
DB00126,Q8IVL6,"Homo sapiens (Human)"
DB00126,Q8N543,"Homo sapiens (Human)"
DB00126,Q96KS0,"Homo sapiens (Human)"
DB00126,Q96Q83,"Homo sapiens (Human)"
DB00126,Q9BY66,"Homo sapiens (Human)"
DB00126,Q9GZT9,"Homo sapiens (Human)"
DB00126,Q9UHI7,"Homo sapiens (Human)"
DB00126,Q02809,"Homo sapiens (Human)"
DB00126,Q9H6Z9,"Homo sapiens (Human)"
DB00126,Q9NVH6,"Homo sapiens (Human)"
DB00126,Q9NXG6,"Homo sapiens (Human)"
DB00127,P52788,"Homo sapiens (Human)"
DB00127,Q9NWM0,"Homo sapiens (Human)"
DB00127,P11926,"Homo sapiens (Human)"
DB00128,P07998,"Homo sapiens (Human)"
DB00128,P61626,"Homo sapiens (Human)"
DB00128,Q9UJS0,"Homo sapiens (Human)"
DB00128,P17174,"Homo sapiens (Human)"
DB00128,P45381,"Homo sapiens (Human)"
DB00128,P08243,"Homo sapiens (Human)"
DB00128,P00966,"Homo sapiens (Human)"
DB00128,Q03154,"Homo sapiens (Human)"
DB00128,P00505,"Homo sapiens (Human)"
DB00128,P14868,"Homo sapiens (Human)"
DB00128,O75746,"Homo sapiens (Human)"
DB00128,Q12797,"Homo sapiens (Human)"
DB00128,P22234,"Homo sapiens (Human)"
DB00128,P27708,"Homo sapiens (Human)"
DB00128,P30520,"Homo sapiens (Human)"
DB00128,P43005,"Homo sapiens (Human)"
DB00128,Q2TU84,"Homo sapiens (Human)"
DB00128,Q5T6L4,"Homo sapiens (Human)"
DB00128,Q6PI48,"Homo sapiens (Human)"
DB00128,Q7L266,"Homo sapiens (Human)"
DB00128,Q8N142,"Homo sapiens (Human)"
DB00128,Q96HD9,"Homo sapiens (Human)"
DB00129,P04181,"Homo sapiens (Human)"
DB00129,P00480,"Homo sapiens (Human)"
DB00129,P05089,"Homo sapiens (Human)"
DB00129,P54368,"Homo sapiens (Human)"
DB00129,P52569,"Homo sapiens (Human)"
DB00129,Q9BXI2,"Homo sapiens (Human)"
DB00129,O43246,"Homo sapiens (Human)"
DB00129,P30825,"Homo sapiens (Human)"
DB00129,P78540,"Homo sapiens (Human)"
DB00129,Q9Y619,"Homo sapiens (Human)"
DB00129,Q8WY07,"Homo sapiens (Human)"
DB00129,O95190,"Homo sapiens (Human)"
DB00129,P50440,"Homo sapiens (Human)"
DB00129,Q9UMX2,"Homo sapiens (Human)"
DB00130,P17812,"Homo sapiens (Human)"
DB00130,Q06203,"Homo sapiens (Human)"
DB00130,P15104,"Homo sapiens (Human)"
DB00131,P16220,"Homo sapiens (Human)"
DB00131,P11309,"Homo sapiens (Human)"
DB00131,Q07343,"Homo sapiens (Human)"
DB00131,P06737,"Homo sapiens (Human)"
DB00131,Q9Y478,"Homo sapiens (Human)"
DB00131,P49773,"Homo sapiens (Human)"
DB00131,Q08499,"Homo sapiens (Human)"
DB00131,Q9NUB1,"Homo sapiens (Human)"
DB00131,Q9NR19,"Homo sapiens (Human)"
DB00131,Q13131,"Homo sapiens (Human)"
DB00131,O43741,"Homo sapiens (Human)"
DB00131,Q08828,"Homo sapiens (Human)"
DB00131,P33121,"Homo sapiens (Human)"
DB00131,P09467,"Homo sapiens (Human)"
DB00131,P55263,"Homo sapiens (Human)"
DB00132,O60427,"Homo sapiens (Human)"
DB00132,O95864,"Homo sapiens (Human)"
DB00132,P32418,"Homo sapiens (Human)"
DB00132,Q8NER1,"Homo sapiens (Human)"
DB00132,Q9GZR5,"Homo sapiens (Human)"
DB00133,P35520,"Homo sapiens (Human)"
DB00133,P20132,"Homo sapiens (Human)"
DB00133,Q9GZT4,"Homo sapiens (Human)"
DB00133,O15270,"Homo sapiens (Human)"
DB00133,O15269,"Homo sapiens (Human)"
DB00133,P49591,"Homo sapiens (Human)"
DB00133,P21549,"Homo sapiens (Human)"
DB00134,Q9UBK8,"Homo sapiens (Human)"
DB00134,Q99707,"Homo sapiens (Human)"
DB00134,P50579,"Homo sapiens (Human)"
DB00134,Q93088,"Homo sapiens (Human)"
DB00134,Q9H2M3,"Homo sapiens (Human)"
DB00135,P07101,"Homo sapiens (Human)"
DB00135,Q9Y2Z4,"Homo sapiens (Human)"
DB00135,P54577,"Homo sapiens (Human)"
DB00135,P17735,"Homo sapiens (Human)"
DB00136,P11473,"Homo sapiens (Human)"
DB00138,Q9UPY5,"Homo sapiens (Human)"
DB00138,O60931,"Homo sapiens (Human)"
DB00138,P82251,"Homo sapiens (Human)"
DB00138,Q07837,"Homo sapiens (Human)"
DB00139,Q99643,"Homo sapiens (Human)"
DB00139,Q9BXA5,"Homo sapiens (Human)"
DB00139,Q9BYC2,"Homo sapiens (Human)"
DB00139,Q9NVH6,"Homo sapiens (Human)"
DB00139,Q9P2R7,"Homo sapiens (Human)"
DB00139,Q9UBX3,"Homo sapiens (Human)"
DB00139,P31040,"Homo sapiens (Human)"
DB00139,O14756,"Homo sapiens (Human)"
DB00139,Q8WWT9,"Homo sapiens (Human)"
DB00139,Q13183,"Homo sapiens (Human)"
DB00139,Q9BZW2,"Homo sapiens (Human)"
DB00139,Q96I99,"Homo sapiens (Human)"
DB00139,O14521,"Homo sapiens (Human)"
DB00139,O15460,"Homo sapiens (Human)"
DB00139,O60568,"Homo sapiens (Human)"
DB00139,O75936,"Homo sapiens (Human)"
DB00139,P13674,"Homo sapiens (Human)"
DB00139,P21912,"Homo sapiens (Human)"
DB00139,P51649,"Homo sapiens (Human)"
DB00139,P53597,"Homo sapiens (Human)"
DB00139,P55809,"Homo sapiens (Human)"
DB00139,Q02809,"Homo sapiens (Human)"
DB00139,Q12797,"Homo sapiens (Human)"
DB00139,Q32P28,"Homo sapiens (Human)"
DB00139,Q8IVL5,"Homo sapiens (Human)"
DB00139,Q8IVL6,"Homo sapiens (Human)"
DB00140,Q969G6,"Homo sapiens (Human)"
DB00140,P0AFU8,"Escherichia coli (strain K12)"
DB00140,P30043,"Homo sapiens (Human)"
DB00141,O60512,"Homo sapiens (Human)"
DB00141,O60513,"Homo sapiens (Human)"
DB00141,O60909,"Homo sapiens (Human)"
DB00141,Q9UJ70,"Homo sapiens (Human)"
DB00141,Q9UK23,"Homo sapiens (Human)"
DB00141,P54802,"Homo sapiens (Human)"
DB00141,P51606,"Homo sapiens (Human)"
DB00141,P15291,"Homo sapiens (Human)"
DB00142,Q13255,"Homo sapiens (Human)"
DB00142,Q14833,"Homo sapiens (Human)"
DB00142,Q16099,"Homo sapiens (Human)"
DB00142,Q16478,"Homo sapiens (Human)"
DB00142,Q14831,"Homo sapiens (Human)"
DB00142,O00222,"Homo sapiens (Human)"
DB00142,O00341,"Homo sapiens (Human)"
DB00142,O14841,"Homo sapiens (Human)"
DB00142,O15067,"Homo sapiens (Human)"
DB00142,O15382,"Homo sapiens (Human)"
DB00142,O15399,"Homo sapiens (Human)"
DB00142,O43424,"Homo sapiens (Human)"
DB00142,O60391,"Homo sapiens (Human)"
DB00142,O75879,"Homo sapiens (Human)"
DB00142,O94925,"Homo sapiens (Human)"
DB00142,P00505,"Homo sapiens (Human)"
DB00142,P07814,"Homo sapiens (Human)"
DB00142,P08243,"Homo sapiens (Human)"
DB00142,P15104,"Homo sapiens (Human)"
DB00142,P17174,"Homo sapiens (Human)"
DB00142,P17735,"Homo sapiens (Human)"
DB00142,P24298,"Homo sapiens (Human)"
DB00142,P38435,"Homo sapiens (Human)"
DB00142,P43003,"Homo sapiens (Human)"
DB00142,P43004,"Homo sapiens (Human)"
DB00142,P43005,"Homo sapiens (Human)"
DB00142,P48506,"Homo sapiens (Human)"
DB00142,P48664,"Homo sapiens (Human)"
DB00142,P49448,"Homo sapiens (Human)"
DB00142,P49915,"Homo sapiens (Human)"
DB00142,P54687,"Homo sapiens (Human)"
DB00142,P80404,"Homo sapiens (Human)"
DB00142,Q05586,"Homo sapiens (Human)"
DB00142,Q05932,"Homo sapiens (Human)"
DB00142,Q07075,"Homo sapiens (Human)"
DB00142,Q12879,"Homo sapiens (Human)"
DB00142,Q13224,"Homo sapiens (Human)"
DB00142,Q14957,"Homo sapiens (Human)"
DB00142,Q2TU84,"Homo sapiens (Human)"
DB00142,Q5JPH6,"Homo sapiens (Human)"
DB00142,Q5TDP6,"Homo sapiens (Human)"
DB00142,Q6IA69,"Homo sapiens (Human)"
DB00142,Q6YP21,"Homo sapiens (Human)"
DB00142,Q8N159,"Homo sapiens (Human)"
DB00142,Q8N5Z0,"Homo sapiens (Human)"
DB00142,Q8TCU5,"Homo sapiens (Human)"
DB00142,Q8TD30,"Homo sapiens (Human)"
DB00142,Q9H1K4,"Homo sapiens (Human)"
DB00142,Q9H936,"Homo sapiens (Human)"
DB00142,Q9UDR5,"Homo sapiens (Human)"
DB00142,Q9UI32,"Homo sapiens (Human)"
DB00142,Q9ULA0,"Homo sapiens (Human)"
DB00142,Q9ULK0,"Homo sapiens (Human)"
DB00142,Q9UPY5,"Homo sapiens (Human)"
DB00142,Q9Y646,"Homo sapiens (Human)"
DB00142,Q9Y617,"Homo sapiens (Human)"
DB00142,P00367,"Homo sapiens (Human)"
DB00142,P39086,"Homo sapiens (Human)"
DB00142,P42261,"Homo sapiens (Human)"
DB00142,P48507,"Homo sapiens (Human)"
DB00142,Q04609,"Homo sapiens (Human)"
DB00142,Q05329,"Homo sapiens (Human)"
DB00142,Q99259,
DB00142,O95954,"Homo sapiens (Human)"
DB00142,P42262,"Homo sapiens (Human)"
DB00142,P42263,"Homo sapiens (Human)"
DB00142,P48058,"Homo sapiens (Human)"
DB00142,P54886,"Homo sapiens (Human)"
DB00142,Q13002,"Homo sapiens (Human)"
DB00142,Q13003,"Homo sapiens (Human)"
DB00143,O14880,"Homo sapiens (Human)"
DB00143,O60760,"Homo sapiens (Human)"
DB00143,O95881,"Homo sapiens (Human)"
DB00143,P08263,"Homo sapiens (Human)"
DB00143,P09210,"Homo sapiens (Human)"
DB00143,P10620,"Homo sapiens (Human)"
DB00143,P10768,"Homo sapiens (Human)"
DB00143,P19440,"Homo sapiens (Human)"
DB00143,P28161,"Homo sapiens (Human)"
DB00143,P35754,"Homo sapiens (Human)"
DB00143,P36969,"Homo sapiens (Human)"
DB00143,P46439,"Homo sapiens (Human)"
DB00143,P59796,"Homo sapiens (Human)"
DB00143,Q16775,"Homo sapiens (Human)"
DB00143,Q6NSD4,"Homo sapiens (Human)"
DB00143,Q8TED1,"Homo sapiens (Human)"
DB00143,Q96SL4,"Homo sapiens (Human)"
DB00143,Q99735,"Homo sapiens (Human)"
DB00143,Q9H4Y5,"Homo sapiens (Human)"
DB00143,Q9NS18,"Homo sapiens (Human)"
DB00143,Q04760,"Homo sapiens (Human)"
DB00143,Q16873,"Homo sapiens (Human)"
DB00143,P00390,"Homo sapiens (Human)"
DB00143,P48637,"Homo sapiens (Human)"
DB00143,P09488,"Homo sapiens (Human)"
DB00143,Q9Y2Q3,"Homo sapiens (Human)"
DB00143,Q16772,"Homo sapiens (Human)"
DB00143,P21266,"Homo sapiens (Human)"
DB00143,O15217,"Homo sapiens (Human)"
DB00143,Q03013,"Homo sapiens (Human)"
DB00143,Q7RTV2,"Homo sapiens (Human)"
DB00143,P09211,"Homo sapiens (Human)"
DB00143,P78417,"Homo sapiens (Human)"
DB00143,P07203,"Homo sapiens (Human)"
DB00143,P18283,"Homo sapiens (Human)"
DB00143,P30711,"Homo sapiens (Human)"
DB00143,O43708,"Homo sapiens (Human)"
DB00143,O75715,"Homo sapiens (Human)"
DB00143,P22352,"Homo sapiens (Human)"
DB00144,P49619,"Homo sapiens (Human)"
DB00144,Q16760,"Homo sapiens (Human)"
DB00144,Q9BVG9,"Homo sapiens (Human)"
DB00144,Q9NXE4,"Homo sapiens (Human)"
DB00144,Q9NY59,"Homo sapiens (Human)"
DB00144,Q9Y2Q0,"Homo sapiens (Human)"
DB00144,P17252,"Homo sapiens (Human)"
DB00144,P48651,"Homo sapiens (Human)"
DB00144,Q9UG56,"Homo sapiens (Human)"
DB00144,Q8WTV0,"Homo sapiens (Human)"
DB00145,O75600,"Homo sapiens (Human)"
DB00145,P13196,"Homo sapiens (Human)"
DB00145,P22557,"Homo sapiens (Human)"
DB00145,P23434,"Homo sapiens (Human)"
DB00145,P41250,"Homo sapiens (Human)"
DB00145,Q12879,"Homo sapiens (Human)"
DB00145,Q14032,"Homo sapiens (Human)"
DB00145,Q14330,"Homo sapiens (Human)"
DB00145,P48637,"Homo sapiens (Human)"
DB00145,Q14957,"Homo sapiens (Human)"
DB00145,Q53ET4,"Homo sapiens (Human)"
DB00145,Q6IB77,"Homo sapiens (Human)"
DB00145,Q7Z2H8,"Homo sapiens (Human)"
DB00145,P34897,"Homo sapiens (Human)"
DB00145,Q8WU03,"Homo sapiens (Human)"
DB00145,Q969I3,"Homo sapiens (Human)"
DB00145,Q9BYV1,"Homo sapiens (Human)"
DB00145,Q9H598,"Homo sapiens (Human)"
DB00145,Q9P0Z9,"Homo sapiens (Human)"
DB00145,Q9Y345,"Homo sapiens (Human)"
DB00145,O60391,"Homo sapiens (Human)"
DB00145,P23378,"Homo sapiens (Human)"
DB00145,P48067,"Homo sapiens (Human)"
DB00145,P23415,"Homo sapiens (Human)"
DB00145,P21549,"Homo sapiens (Human)"
DB00145,P48167,"Homo sapiens (Human)"
DB00145,P34896,"Homo sapiens (Human)"
DB00145,O75311,"Homo sapiens (Human)"
DB00145,P23416,"Homo sapiens (Human)"
DB00145,Q14749,"Homo sapiens (Human)"
DB00145,P50440,"Homo sapiens (Human)"
DB00146,P11473,"Homo sapiens (Human)"
DB00147,O00764,"Homo sapiens (Human)"
DB00148,P06732,"Homo sapiens (Human)"
DB00148,P12532,"Homo sapiens (Human)"
DB00148,P12277,"Homo sapiens (Human)"
DB00148,P17540,"Homo sapiens (Human)"
DB00148,P48029,"Homo sapiens (Human)"
DB00148,Q14353,"Homo sapiens (Human)"
DB00149,Q15031,"Homo sapiens (Human)"
DB00149,O15382,"Homo sapiens (Human)"
DB00149,P54687,"Homo sapiens (Human)"
DB00149,O60294,"Homo sapiens (Human)"
DB00149,Q9UIC8,"Homo sapiens (Human)"
DB00149,Q9P2J5,"Homo sapiens (Human)"
DB00150,Q9UGM6,"Homo sapiens (Human)"
DB00150,P00953,"Geobacillus stearothermophilus (Bacillus stearothermophilus)"
DB00150,P23381,"Homo sapiens (Human)"
DB00151,P48507,"Homo sapiens (Human)"
DB00151,P48506,"Homo sapiens (Human)"
DB00151,Q16857,""
DB00151,P17174,"Homo sapiens (Human)"
DB00151,P32929,"Homo sapiens (Human)"
DB00151,P35520,"Homo sapiens (Human)"
DB00151,P49589,"Homo sapiens (Human)"
DB00151,P16455,"Homo sapiens (Human)"
DB00151,P48637,"Homo sapiens (Human)"
DB00151,Q9BZV2,"Homo sapiens (Human)"
DB00151,Q9HA77,"Homo sapiens (Human)"
DB00151,Q9Y600,"Homo sapiens (Human)"
DB00151,Q9Y697,"Homo sapiens (Human)"
DB00151,Q16878,"Homo sapiens (Human)"
DB00152,Q9H3S4,"Homo sapiens (Human)"
DB00152,O60779,"Homo sapiens (Human)"
DB00153,P11473,"Homo sapiens (Human)"
DB00154,P23219,"Homo sapiens (Human)"
DB00154,P35354,"Homo sapiens (Human)"
DB00155,P00966,"Homo sapiens (Human)"
DB00155,O95865,"Homo sapiens (Human)"
DB00155,Q5T6L4,"Homo sapiens (Human)"
DB00155,O94760,"Homo sapiens (Human)"
DB00155,P00480,"Homo sapiens (Human)"
DB00155,P29475,"Homo sapiens (Human)"
DB00155,P35228,"Homo sapiens (Human)"
DB00155,P29474,"Homo sapiens (Human)"
DB00155,Q6TGC4,"Homo sapiens (Human)"
DB00155,Q9ULC6,"Homo sapiens (Human)"
DB00155,Q9ULW8,"Homo sapiens (Human)"
DB00155,Q9Y2J8,"Homo sapiens (Human)"
DB00155,Q9UM07,"Homo sapiens (Human)"
DB00156,Q8IYQ7,"Homo sapiens (Human)"
DB00156,P26639,"Homo sapiens (Human)"
DB00156,Q9BW92,"Homo sapiens (Human)"
DB00157,O60701,"Homo sapiens (Human)"
DB00157,P07327,"Homo sapiens (Human)"
DB00157,Q00796,"Homo sapiens (Human)"
DB00157,P08319,"Homo sapiens (Human)"
DB00157,P00326,"Homo sapiens (Human)"
DB00157,P00325,"Homo sapiens (Human)"
DB00157,P40394,"Homo sapiens (Human)"
DB00157,P21695,"Homo sapiens (Human)"
DB00157,Q6ZMR3,"Homo sapiens (Human)"
DB00157,P11766,"Homo sapiens (Human)"
DB00157,P15121,"Homo sapiens (Human)"
DB00157,Q99714,"Homo sapiens (Human)"
DB00157,P40926,"Homo sapiens (Human)"
DB00157,P00338,"Homo sapiens (Human)"
DB00157,P23368,"Homo sapiens (Human)"
DB00157,P51659,"Homo sapiens (Human)"
DB00157,Q9BYZ2,"Homo sapiens (Human)"
DB00157,P07864,"Homo sapiens (Human)"
DB00157,P07195,"Homo sapiens (Human)"
DB00157,Q08426,"Homo sapiens (Human)"
DB00157,Q16836,"Homo sapiens (Human)"
DB00157,Q16798,"Homo sapiens (Human)"
DB00157,Q02338,"Homo sapiens (Human)"
DB00157,P40925,"Homo sapiens (Human)"
DB00157,P31937,"Homo sapiens (Human)"
DB00157,P37058,"Homo sapiens (Human)"
DB00157,P04035,"Homo sapiens (Human)"
DB00157,P48163,"Homo sapiens (Human)"
DB00157,O43175,"Homo sapiens (Human)"
DB00157,P56937,"Homo sapiens (Human)"
DB00157,P51553,"Homo sapiens (Human)"
DB00157,O43837,"Homo sapiens (Human)"
DB00157,P50213,"Homo sapiens (Human)"
DB00157,P14061,"Homo sapiens (Human)"
DB00157,P37059,"Homo sapiens (Human)"
DB00157,Q92781,"Homo sapiens (Human)"
DB00157,O95479,"Homo sapiens (Human)"
DB00157,Q92506,"Homo sapiens (Human)"
DB00157,P17516,"Homo sapiens (Human)"
DB00157,P12268,"Homo sapiens (Human)"
DB00157,P42330,"Homo sapiens (Human)"
DB00157,P15428,"Homo sapiens (Human)"
DB00157,Q13630,"Homo sapiens (Human)"
DB00157,Q04828,"Homo sapiens (Human)"
DB00157,P28845,"Homo sapiens (Human)"
DB00157,P26439,"Homo sapiens (Human)"
DB00157,P14060,"Homo sapiens (Human)"
DB00157,P20839,"Homo sapiens (Human)"
DB00157,P40939,"Homo sapiens (Human)"
DB00157,P05091,"Homo sapiens (Human)"
DB00157,P80365,"Homo sapiens (Human)"
DB00157,P52895,"Homo sapiens (Human)"
DB00157,Q15738,"Homo sapiens (Human)"
DB00157,P48448,"Homo sapiens (Human)"
DB00157,Q02252,"Homo sapiens (Human)"
DB00157,P30838,"Homo sapiens (Human)"
DB00157,P00352,"Homo sapiens (Human)"
DB00157,O14556,"Homo sapiens (Human)"
DB00157,P49189,"Homo sapiens (Human)"
DB00157,P47895,"Homo sapiens (Human)"
DB00157,P30837,"Homo sapiens (Human)"
DB00157,P43353,"Homo sapiens (Human)"
DB00157,P04406,"Homo sapiens (Human)"
DB00157,O94788,"Homo sapiens (Human)"
DB00157,P51648,"Homo sapiens (Human)"
DB00157,P51649,"Homo sapiens (Human)"
DB00157,P49419,"Homo sapiens (Human)"
DB00157,P30043,"Homo sapiens (Human)"
DB00157,Q96C36,"Homo sapiens (Human)"
DB00157,P32322,"Homo sapiens (Human)"
DB00157,P00367,"Homo sapiens (Human)"
DB00157,P11177,"Homo sapiens (Human)"
DB00157,P29803,"Homo sapiens (Human)"
DB00157,P08559,"Homo sapiens (Human)"
DB00157,P53004,"Homo sapiens (Human)"
DB00157,P16219,"Homo sapiens (Human)"
DB00157,P00374,"Homo sapiens (Human)"
DB00157,Q02218,"Homo sapiens (Human)"
DB00157,P49448,"Homo sapiens (Human)"
DB00157,Q9UBM7,"Homo sapiens (Human)"
DB00157,P16083,"Homo sapiens (Human)"
DB00157,P03891,"Homo sapiens (Human)"
DB00157,Q9UDR5,"Homo sapiens (Human)"
DB00157,P03897,"Homo sapiens (Human)"
DB00157,O75251,"Homo sapiens (Human)"
DB00157,P11586,"Homo sapiens (Human)"
DB00157,P13995,"Homo sapiens (Human)"
DB00157,P30038,"Homo sapiens (Human)"
DB00157,P00387,"Homo sapiens (Human)"
DB00157,Q86Y39,"Homo sapiens (Human)"
DB00157,P03905,"Homo sapiens (Human)"
DB00157,P09417,"Homo sapiens (Human)"
DB00157,P03886,"Homo sapiens (Human)"
DB00157,Q13423,"Homo sapiens (Human)"
DB00157,Q16718,"Homo sapiens (Human)"
DB00157,Q16795,"Homo sapiens (Human)"
DB00157,P03901,"Homo sapiens (Human)"
DB00157,O95299,"Homo sapiens (Human)"
DB00157,O95182,"Homo sapiens (Human)"
DB00157,O15239,"Homo sapiens (Human)"
DB00157,P03923,"Homo sapiens (Human)"
DB00157,P03915,"Homo sapiens (Human)"
DB00157,O00483,"Homo sapiens (Human)"
DB00157,P56556,"Homo sapiens (Human)"
DB00157,O14561,"Homo sapiens (Human)"
DB00157,O43678,"Homo sapiens (Human)"
DB00157,P51970,"Homo sapiens (Human)"
DB00157,O95167,"Homo sapiens (Human)"
DB00157,O95169,"Homo sapiens (Human)"
DB00157,O95298,"Homo sapiens (Human)"
DB00157,O75438,"Homo sapiens (Human)"
DB00157,P28331,"Homo sapiens (Human)"
DB00157,O96000,"Homo sapiens (Human)"
DB00157,O95168,"Homo sapiens (Human)"
DB00157,O43676,"Homo sapiens (Human)"
DB00157,O95178,"Homo sapiens (Human)"
DB00157,P17568,"Homo sapiens (Human)"
DB00157,Q9Y6M9,"Homo sapiens (Human)"
DB00157,O75306,"Homo sapiens (Human)"
DB00157,O43674,"Homo sapiens (Human)"
DB00157,O43677,"Homo sapiens (Human)"
DB00157,O95139,"Homo sapiens (Human)"
DB00157,P56181,"Homo sapiens (Human)"
DB00157,P09622,"Homo sapiens (Human)"
DB00157,O75489,"Homo sapiens (Human)"
DB00157,P00390,"Homo sapiens (Human)"
DB00157,Q9UI09,"Homo sapiens (Human)"
DB00157,O43920,"Homo sapiens (Human)"
DB00157,O43181,"Homo sapiens (Human)"
DB00157,P49821,"Homo sapiens (Human)"
DB00157,P19404,"Homo sapiens (Human)"
DB00157,Q9P0J0,"Homo sapiens (Human)"
DB00157,Q16878,"Homo sapiens (Human)"
DB00157,O75380,"Homo sapiens (Human)"
DB00157,Q9NRX3,"Homo sapiens (Human)"
DB00157,O00217,"Homo sapiens (Human)"
DB00157,Q02928,"Homo sapiens (Human)"
DB00157,P10515,"Homo sapiens (Human)"
DB00157,P48728,"Homo sapiens (Human)"
DB00157,Q15800,"Homo sapiens (Human)"
DB00157,P09601,"Homo sapiens (Human)"
DB00157,P30519,"Homo sapiens (Human)"
DB00157,P05093,"Homo sapiens (Human)"
DB00157,P14679,"Homo sapiens (Human)"
DB00158,P14207,"Homo sapiens (Human)"
DB00158,P41439,"Homo sapiens (Human)"
DB00159,P35354,"Homo sapiens (Human)"
DB00159,P23219,"Homo sapiens (Human)"
DB00159,P37231,"Homo sapiens (Human)"
DB00159,Q03181,"Homo sapiens (Human)"
DB00159,O60427,"Homo sapiens (Human)"
DB00159,O60488,"Homo sapiens (Human)"
DB00159,O95573,"Homo sapiens (Human)"
DB00159,O14842,"Homo sapiens (Human)"
DB00159,P32418,"Homo sapiens (Human)"
DB00159,Q8NER1,"Homo sapiens (Human)"
DB00160,P21549,"Homo sapiens (Human)"
DB00160,P80404,"Homo sapiens (Human)"
DB00160,Q16719,"Homo sapiens (Human)"
DB00160,Q5JTZ9,"Homo sapiens (Human)"
DB00160,Q8IUZ5,"Homo sapiens (Human)"
DB00160,Q8TD30,"Homo sapiens (Human)"
DB00160,P24298,"Homo sapiens (Human)"
DB00160,Q9Y697,"Homo sapiens (Human)"
DB00160,Q7Z2H8,"Homo sapiens (Human)"
DB00160,Q9UHI5,"Homo sapiens (Human)"
DB00160,Q9BYV1,"Homo sapiens (Human)"
DB00160,P49588,"Homo sapiens (Human)"
DB00160,P43007,"Homo sapiens (Human)"
DB00161,P05166,"Homo sapiens (Human)"
DB00161,P54687,"Homo sapiens (Human)"
DB00161,P26640,"Homo sapiens (Human)"
DB00162,Q96NR8,"Homo sapiens (Human)"
DB00162,O75911,"Homo sapiens (Human)"
DB00162,P47895,"Homo sapiens (Human)"
DB00162,Q6NUM9,"Homo sapiens (Human)"
DB00162,Q8TC12,"Homo sapiens (Human)"
DB00162,Q9BTZ2,"Homo sapiens (Human)"
DB00162,Q9HBH5,"Homo sapiens (Human)"
DB00162,Q9NYR8,"Homo sapiens (Human)"
DB00162,O95237,"Homo sapiens (Human)"
DB00162,P09455,"Homo sapiens (Human)"
DB00162,Q92781,"Homo sapiens (Human)"
DB00162,Q8NBN7,"Homo sapiens (Human)"
DB00162,P10745,"Homo sapiens (Human)"
DB00162,O94788,"Homo sapiens (Human)"
DB00162,P00352,"Homo sapiens (Human)"
DB00162,P12271,"Homo sapiens (Human)"
DB00163,O75469,"Homo sapiens (Human)"
DB00163,P05771,"Homo sapiens (Human)"
DB00163,P09917,"Homo sapiens (Human)"
DB00163,P17252,"Homo sapiens (Human)"
DB00163,P23743,"Homo sapiens (Human)"
DB00163,P62714,"Homo sapiens (Human)"
DB00163,P67775,"Homo sapiens (Human)"
DB00163,Q9UDX3,"Homo sapiens (Human)"
DB00163,Q9UDX4,"Homo sapiens (Human)"
DB00163,O76054,"Homo sapiens (Human)"
DB00165,O00764,"Homo sapiens (Human)"
DB00166,Q9Y234,"Homo sapiens (Human)"
DB00166,O43766,"Homo sapiens (Human)"
DB00166,Q9Y289,"Homo sapiens (Human)"
DB00167,Q9NSE4,"Homo sapiens (Human)"
DB00167,P45954,"Homo sapiens (Human)"
